City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,kingston,17.997,-76.7936,90.55,70,20,24.16,JM,1720471592
272,camabatela,-8.1881,15.375,61.11,51,47,2.46,AO,1720471814
273,lompoc,34.6391,-120.4579,82.58,63,0,14.97,US,1720471815
274,pereiaslav-khmelnytskyi,50.0877,31.4795,69.66,60,1,7.56,UA,1720471816
275,luderitz,-26.6481,15.1594,54.07,57,0,15.1,NA,1720471817
276,cidade velha,14.9167,-23.6167,77.47,88,75,9.22,CV,1720471818
277,lorengau,-2.0226,147.2712,81.73,81,100,13.51,PG,1720471819
278,peace river,56.2501,-117.286,84.51,47,20,4.61,CA,1720471771
279,rio grande,-32.035,-52.0986,48.31,62,2,10.8,BR,1720471822
280,prince rupert,54.3161,-130.3201,65.89,77,23,1.14,CA,1720471823
281,ritchie,-29.038,24.6028,29.41,55,0,8.9,ZA,1720471824
282,pacific grove,36.6177,-121.9166,67.68,84,40,8.05,US,1720471788
283,timbuktu,16.7735,-3.0074,77.2,80,100,38.1,ML,1720471826
284,cabo san lucas,22.8909,-109.9124,89.19,49,5,13.42,MX,1720471827
285,vilhena,-12.7406,-60.1458,84.42,45,0,5.75,BR,1720471812
286,tak bai,6.2595,102.0546,78.94,87,100,3.13,TH,1720471829
287,bani walid,31.7566,13.9942,79.83,35,0,7.94,LY,1720471831
288,kilis,36.7161,37.115,88.03,58,0,7.56,TR,1720471832
289,peniche,39.3558,-9.3811,67.28,89,100,7.87,PT,1720471833
290,geraldton,-28.7667,114.6,64.81,88,100,17.27,AU,1720471834
291,la ronge,55.1001,-105.2842,82.65,32,75,10.36,CA,1720471835
292,rampur,28.8167,79.0333,78.26,90,75,4.63,IN,1720471836
293,arafat,39.0344,44.6198,61.52,74,96,3.04,IR,1720471837
294,takoradi,4.8845,-1.7554,75.94,88,75,9.22,GH,1720471838
295,opuwo,-18.0607,13.84,59.97,19,0,6.67,NA,1720471839
296,kalymnos,36.95,26.9833,83.73,54,0,12.66,GR,1720471841
297,key west,24.5557,-81.7826,90.0,75,20,10.36,US,1720471842
298,flying fish cove,-10.4217,105.6791,76.68,83,75,13.8,CX,1720471843
299,weno,7.4515,151.8468,82.35,83,100,5.75,FM,1720471844
300,port-vila,-17.7338,168.3219,73.0,88,75,12.66,VU,1720471845
301,tahe,52.3333,124.7333,59.5,59,0,2.37,CN,1720471846
302,aflou,34.1128,2.1023,82.6,23,93,13.67,DZ,1720471847
303,utrik,11.2278,169.8474,82.27,80,47,17.9,MH,1720471848
304,beidao,34.5686,105.8933,67.46,93,95,1.39,CN,1720471849
305,soke,13.598,-5.9386,75.61,77,100,15.03,ML,1720471852
306,sandnessjoen,66.0217,12.6316,59.52,82,75,10.36,NO,1720471853
307,baglung,28.2719,83.5898,71.55,97,100,1.5,NP,1720471854
308,pahrump,36.2083,-115.9839,113.25,5,0,7.0,US,1720471638
309,sferracavallo,42.726,12.0956,77.92,55,45,2.1,IT,1720471856
310,kapoeta,4.7717,33.5903,75.38,70,61,5.55,SS,1720471857
311,pinjaur,30.7972,76.9172,78.08,82,1,3.38,IN,1720471858
312,klyuchi,52.2667,79.1667,61.83,88,100,10.38,RU,1720471859
313,saida,34.8303,0.1517,71.38,63,1,7.9,DZ,1720471860
314,tual,-5.6667,132.75,78.6,82,97,20.62,ID,1720471862
315,smithers,54.7804,-127.1743,82.72,26,0,5.75,CA,1720471863
316,ranau,5.9538,116.6641,69.51,96,100,1.97,MY,1720471864
317,las veredas,23.1388,-109.7075,88.52,63,33,5.01,MX,1720471829
318,tindouf,27.6711,-8.1474,91.85,22,0,13.8,DZ,1720471866
319,myitkyina,25.3833,97.4,75.65,100,100,0.27,MM,1720471867
320,sovetskiy,61.3614,63.5842,62.64,55,13,3.18,RU,1720471869
321,barra de santo antonio,-9.4047,-35.5072,74.48,83,35,10.2,BR,1720471871
322,winnipeg,49.8844,-97.147,79.11,48,40,8.05,CA,1720471847
323,kuqa,41.7278,82.9364,74.93,43,94,8.46,CN,1720471873
324,conceicao da barra,-18.5933,-39.7322,73.04,86,15,5.79,BR,1720471870
325,pacasmayo,-7.4006,-79.5714,68.77,76,45,14.94,PE,1720471875
326,port blair,11.6667,92.75,81.16,82,71,9.33,IN,1720471876
327,laguna,38.421,-121.4238,105.64,24,0,6.91,US,1720471726
328,george town,5.4112,100.3354,80.53,83,20,2.3,MY,1720471710
329,sao felix do xingu,-6.6447,-51.995,86.88,45,62,4.38,BR,1720471879
330,sant'antioco,39.0664,8.4522,71.64,85,13,4.97,IT,1720471880
331,shizunai-furukawacho,42.3339,142.3669,64.31,93,85,2.91,JP,1720471871
332,akureyri,65.6835,-18.0878,58.93,58,20,8.05,IS,1720471883
333,chasong,41.4608,126.6414,61.56,98,62,1.92,KP,1720471884
334,alofi,-19.0595,-169.9187,73.29,64,75,20.71,NU,1720471885
335,shchyolkino,45.4291,35.8223,80.56,71,63,14.83,UA,1720471886
336,neuhof,50.4531,9.6175,64.45,80,82,2.66,DE,1720471887
337,queenstown,-31.8976,26.8753,37.81,58,3,27.2,ZA,1720471888
338,fada,7.25,4.0667,72.1,98,99,2.64,NG,1720471890
339,howrah,22.5892,88.3103,82.4,89,40,3.44,IN,1720471892
340,praia,14.9215,-23.5087,77.54,88,75,9.22,CV,1720471893
341,warangal,18.0,79.5833,77.27,94,100,5.53,IN,1720471894
342,manokwari,-0.8667,134.0833,78.69,82,100,5.97,ID,1720471895
343,biloela,-24.4167,150.5,56.53,91,2,3.31,AU,1720471896
344,coyuca de benitez,17.0333,-100.0667,87.06,66,95,7.07,MX,1720471897
345,kourou,5.1552,-52.6478,87.85,77,44,4.72,GF,1720471898
346,paita,-5.0892,-81.1144,70.52,74,15,18.01,PE,1720471899
347,bintulu,3.1667,113.0333,75.61,94,20,0.0,MY,1720471900
348,anloga,5.7947,0.8973,77.23,88,100,12.39,GH,1720471901
349,sungho 1-tong,38.9914,125.9778,71.11,96,100,2.15,KP,1720471903
350,la mira,18.035,-102.3266,87.15,66,84,11.21,MX,1720471904
351,saint cloud,45.5608,-94.1625,80.6,66,14,7.65,US,1720471839
352,kelme,55.6339,22.9342,64.42,72,69,3.27,LT,1720471906
353,hazorasp,41.3194,61.0742,73.24,31,2,11.21,UZ,1720471907
354,basco,20.4487,121.9702,84.16,74,72,8.79,PH,1720471908
355,nahiyat ghammas,31.7431,44.6196,99.19,12,0,5.99,IQ,1720471909
356,mangrol,21.1167,70.1167,84.49,80,100,9.35,IN,1720471910
357,orcopampa,-15.2661,-72.3417,56.46,23,1,10.29,PE,1720471912
358,okha,53.5739,142.9478,48.87,99,100,11.5,RU,1720471913
359,ayr,55.4627,-4.6339,60.78,63,20,3.44,GB,1720471914
360,santa maria do suacui,-18.1903,-42.4142,73.04,46,71,4.68,BR,1720471915
361,tindivanam,12.25,79.65,83.37,63,100,11.48,IN,1720471916
362,tabas,33.5959,56.9244,98.82,14,2,11.5,IR,1720471917
363,lugoba,-6.45,38.3333,66.38,83,1,0.4,TZ,1720471918
364,firuzabad,28.8438,52.5707,84.33,33,36,4.76,IR,1720471919
365,stephenville,32.2207,-98.2023,84.74,65,40,26.46,US,1720471818
366,lepsy,46.235,78.9456,74.75,47,100,21.21,KZ,1720471922
367,elliot lake,46.3834,-82.6331,78.17,57,83,7.99,CA,1720471923
368,road town,18.4167,-64.6167,87.84,70,40,11.5,VG,1720471924
369,ingeniero jacobacci,-41.3427,-69.5448,29.43,74,96,0.74,AR,1720471925
370,selfoss,63.9331,-20.9971,53.04,74,65,8.16,IS,1720471926
371,kinik,39.0872,27.3833,78.08,67,0,11.77,TR,1720471927
372,bazarak,35.3129,69.5152,58.77,49,0,10.29,AF,1720471928
373,masterton,-40.9597,175.6575,37.09,87,9,0.81,NZ,1720471751
374,keetmanshoop,-26.5833,18.1333,45.52,45,0,3.44,NA,1720471930
375,hailar,49.2,119.7,65.07,64,56,3.49,CN,1720471931
376,meulaboh,4.1363,96.1285,77.45,82,99,3.27,ID,1720471933
377,ghat,24.9647,10.1728,91.44,11,0,12.44,LY,1720471934
378,ust-tsilma,65.441,52.1498,61.02,68,7,3.13,RU,1720471935
379,kraksaan,-7.7585,113.3962,74.98,78,81,5.61,ID,1720471936
380,leua,48.2156,18.6071,72.16,75,19,3.83,SK,1720471937
381,kitwe,-12.7961,28.2477,59.32,25,6,2.77,ZM,1720471938
382,kirakira,-10.4544,161.9205,80.67,85,68,13.65,SB,1720471939
383,thunder bay,48.4001,-89.3168,78.78,57,75,4.61,CA,1720471681
384,afif,23.9065,42.9172,85.75,20,6,10.71,SA,1720471941
385,yelovo,57.0538,54.9207,61.05,96,99,6.17,RU,1720471942
386,moravsky krumlov,49.0489,16.3117,71.8,88,2,6.6,CZ,1720471944
387,fuglafjordur,62.244,-6.814,50.47,93,100,4.68,FO,1720471945
388,mammoth lakes,37.6485,-118.9721,90.32,10,0,8.05,US,1720471655
389,malmslatt,58.411,15.5165,55.04,97,40,4.61,SE,1720471947
390,lillehammer,61.1146,10.4674,50.04,93,97,3.09,NO,1720471948
391,caraballeda,10.6112,-66.8522,86.07,66,26,6.91,VE,1720471949
392,sigli,5.3848,95.9609,79.5,79,99,5.55,ID,1720471751
393,taulaga,-11.0553,-171.0883,82.62,78,82,21.32,AS,1720471951
394,lensk,60.7253,114.9278,65.57,91,100,4.09,RU,1720471952
395,childress,34.4264,-100.204,84.92,51,20,6.91,US,1720471791
396,sao vicente,-23.9631,-46.3919,65.26,74,100,3.44,BR,1720471955
397,zag,46.9441,99.165,56.61,67,72,3.15,MN,1720471956
398,east haddam,41.4532,-72.4612,93.78,62,0,6.91,US,1720471957
399,laojunmiao,39.8333,97.7333,67.89,43,94,3.87,CN,1720471958
400,thetford-mines,46.0937,-71.3054,78.91,62,99,8.63,CA,1720471959
401,xai-xai,-25.0519,33.6442,69.3,35,0,16.64,MZ,1720471960
402,trujillo,-8.116,-79.03,64.36,88,75,9.22,PE,1720471946
403,datong,40.0936,113.2914,67.69,73,9,5.39,CN,1720471962
404,nogliki,51.8333,143.1667,48.02,99,100,7.29,RU,1720471963
405,illizi,26.4833,8.4667,96.6,11,0,17.92,DZ,1720471964
406,nosy varika,-20.5833,48.5333,64.36,90,26,4.72,MG,1720471965
407,la paz,-16.5,-68.15,60.78,15,20,13.8,BO,1720471967
408,cole harbour,44.6724,-63.4751,70.95,83,43,8.99,CA,1720471821
409,olonkinbyen,70.9221,-8.7187,35.17,87,100,12.57,SJ,1720471969
410,zakynthos,37.7914,20.8953,76.42,70,0,0.51,GR,1720471970
411,acajutla,13.5928,-89.8275,83.19,78,78,5.88,SV,1720471971
412,aripuana,-9.1667,-60.6333,90.57,36,10,1.34,BR,1720471972
413,saint-denis,48.9167,2.3333,70.14,56,0,6.91,FR,1720471973
414,cedeira,43.6797,-8.0209,62.98,74,100,12.93,ES,1720471974
415,callao,-12.0667,-77.15,72.43,84,67,15.05,PE,1720471975
416,belmonte,-15.8631,-38.8828,73.38,82,57,5.73,BR,1720471930
417,antofagasta,-23.65,-70.4,60.08,85,68,8.57,CL,1720471872
418,ramanuj ganj,23.8,83.7,81.28,75,64,4.05,IN,1720471979
419,i-n-salah,27.1935,2.4607,103.17,5,0,15.77,DZ,1720471980
420,fredericton,45.9454,-66.6656,85.24,54,75,6.91,CA,1720471734
421,kaiyuan,23.6977,103.3037,69.57,96,59,4.79,CN,1720471943
422,jincheng,35.5022,112.8328,69.35,86,99,3.29,CN,1720471983
423,al miqdadiyah,33.9786,44.9369,97.5,17,0,8.1,IQ,1720471984
424,warrnambool,-38.3833,142.4833,52.12,92,52,8.19,AU,1720471985
425,cidreira,-30.1811,-50.2056,51.15,67,100,10.11,BR,1720471986
426,xinpu,34.5997,119.1594,74.44,98,100,10.13,CN,1720471987
427,pozoblanco,38.3791,-4.8483,72.36,26,0,6.98,ES,1720471989
428,safi,32.1667,-8.8333,66.92,59,0,14.09,MA,1720471990
429,hays,30.0502,-98.0336,92.88,50,48,17.4,US,1720471969
430,santa elena de uairen,4.6167,-61.1333,73.31,80,56,8.79,VE,1720471992
431,n'zeto,-7.2312,12.8666,69.78,93,41,7.23,AO,1720471993
432,yeppoon,-23.1333,150.7333,58.24,92,10,7.18,AU,1720471994
433,bandarbeyla,9.4942,50.8122,77.32,82,58,31.5,SO,1720471995
434,rancho palos verdes,33.7445,-118.387,80.76,79,20,8.05,US,1720471996
435,sosnogorsk,63.6023,53.8817,69.08,67,97,4.09,RU,1720471997
436,port augusta,-32.5,137.7667,47.95,88,0,1.14,AU,1720471998
437,puerto penasco,31.3167,-113.5333,87.91,70,0,14.0,MX,1720472000
438,bol'shoye boldino,55.0059,45.3142,61.12,80,0,3.15,RU,1720472001
439,banda aceh,5.5577,95.3222,80.94,77,92,4.38,ID,1720471784
440,retreat,38.8245,-85.8533,90.82,49,100,1.01,US,1720472003
441,shushtar,32.0455,48.8567,96.08,15,0,3.42,IR,1720472004
442,sodankyla,67.4167,26.6,56.46,81,58,7.76,FI,1720472005
443,watertown,42.3709,-71.1828,94.84,47,75,6.91,US,1720471723
444,red bluff,40.1785,-122.2358,113.52,8,0,6.73,US,1720472007
445,cassilandia,-19.1133,-51.7342,72.93,51,42,7.23,BR,1720472008
446,baiti,13.745,-14.7482,83.79,69,100,11.5,SN,1720472009
447,papao,-17.75,-149.55,83.88,74,9,15.08,PF,1720472011
448,vorkuta,67.5,64.0,52.77,79,1,6.38,RU,1720472012
449,mabaruma,8.2,-59.7833,82.8,74,100,5.17,GY,1720472013
450,severo-yeniseyskiy,60.3725,93.0408,48.76,83,63,2.19,RU,1720472014
451,whakatane,-37.9585,176.9854,46.78,78,8,4.99,NZ,1720472015
452,katsuura,35.1333,140.3,77.43,91,98,17.69,JP,1720471982
453,uva,56.9908,52.1852,59.05,98,7,5.01,RU,1720472017
454,yuzhno-kurilsk,44.0306,145.8556,59.04,97,100,7.54,RU,1720472018
455,tanout,14.9709,8.8879,90.25,29,86,2.82,NE,1720472019
456,ixtapa,20.7,-105.2,88.23,76,92,5.01,MX,1720472020
457,mermoz boabab,14.7065,-17.4758,80.38,83,40,9.22,SN,1720472022
458,windermere,54.3809,-2.9071,61.0,84,22,5.95,GB,1720472023
459,sheridan,44.8333,-106.9173,88.18,25,0,14.97,US,1720472024
460,kanniyakumari,8.0833,77.5667,78.85,79,100,16.69,IN,1720472025
461,trairi,-3.2778,-39.2689,77.95,73,98,11.99,BR,1720471988
462,tangalle,6.024,80.7911,79.21,84,100,9.42,LK,1720472027
463,amilly,47.9728,2.7719,64.89,73,44,6.67,FR,1720472028
464,touros,-5.1989,-35.4608,76.37,80,95,11.14,BR,1720471990
465,hadibu,12.65,54.0333,79.84,79,89,19.42,YE,1720472030
466,tiszafoldvar,46.9833,20.25,78.98,69,0,6.91,HU,1720472031
467,turpan,42.9333,89.1667,94.41,24,100,4.83,CN,1720472032
468,east ballina,-28.8667,153.5833,57.79,85,100,4.16,AU,1720472034
469,colonia,50.9333,6.95,68.95,69,0,1.14,DE,1720472035
470,poso,-1.3959,120.7524,75.61,88,100,0.85,ID,1720472036
471,iaciara,-14.0958,-46.6317,80.78,28,22,3.74,BR,1720472037
472,siklos,45.855,18.2975,79.84,61,0,5.75,HU,1720472038
473,olyokminsk,60.3736,120.4264,64.96,61,97,6.46,RU,1720472039
474,palmer,42.1584,-72.3287,92.55,45,40,3.44,US,1720472040
475,ilhabela,-23.7781,-45.3581,66.31,92,77,8.41,BR,1720472041
476,tariba,7.8188,-72.2243,85.91,56,51,5.75,VE,1720472042
477,qinzhou,21.95,108.6167,81.0,86,95,6.53,CN,1720472045
478,margate,51.3813,1.3862,60.91,86,100,1.01,GB,1720472046
479,yebaishou,41.3975,119.6408,64.31,65,4,6.31,CN,1720472047
480,egilsstadir,65.2653,-14.3948,51.71,71,0,11.5,IS,1720472048
481,erdenet,49.0333,104.0833,55.22,87,63,3.09,MN,1720472049
482,corinto,37.9407,22.9573,86.23,38,0,0.85,GR,1720472050
483,adam,22.3756,57.5233,87.58,50,78,8.84,OM,1720472051
484,salinas,36.6777,-121.6555,83.01,72,0,14.97,US,1720471868
485,monteagudo,-19.8167,-63.9833,57.4,33,0,5.48,BO,1720472055
486,el-tor,28.2364,33.6254,84.34,70,0,6.91,EG,1720472056
487,puerto deseado,-47.7503,-65.8938,38.37,85,81,16.82,AR,1720472057
488,san ignacio de velasco,-16.3667,-60.95,65.35,43,27,9.01,BO,1720472058
489,peto,20.1333,-88.9167,92.62,46,100,6.8,MX,1720472059
490,chernyshevsk,52.5243,117.0174,63.81,52,83,1.48,RU,1720472060
491,nuuk,64.1835,-51.7216,38.01,100,75,14.97,GL,1720471996
492,katsuren-haebaru,26.3369,127.8719,84.58,86,20,9.22,JP,1720472062
493,medina,24.4686,39.6142,97.23,30,0,9.22,SA,1720471980
494,baukau,51.5526,7.2042,68.88,68,97,5.37,DE,1720472065
495,as samawah,31.332,45.2944,99.82,14,0,2.26,IQ,1720472066
496,san felipe,10.3399,-68.7425,82.85,68,56,3.51,VE,1720472067
497,hilo,19.7297,-155.09,79.11,83,100,5.99,US,1720472068
498,esquel,-42.9,-71.3167,27.99,93,37,1.52,AR,1720472055
499,amahai,-3.3333,128.9167,77.29,89,100,7.25,ID,1720472070
500,okhotsk,59.3833,143.3,54.46,98,100,8.12,RU,1720472071
501,baraboo,43.4711,-89.7443,83.01,64,75,8.05,US,1720471936
502,madang,-5.2246,145.7966,73.44,89,81,6.33,PG,1720472073
503,santa ana,33.7456,-117.8678,91.8,63,20,8.05,US,1720471940
504,ustaritz,43.3965,-1.456,76.03,83,36,3.44,FR,1720472076
505,smolyaninovo,43.2956,132.4675,65.66,97,2,3.8,RU,1720472077
506,tavda,58.0425,65.2726,58.01,76,0,3.2,RU,1720472078
507,magadi,12.9667,77.2333,69.03,83,100,14.88,IN,1720472079
508,salekhard,66.53,66.6019,57.22,56,62,6.26,RU,1720472080
509,knyaze-volkonskoye,48.4642,135.4567,57.54,81,99,7.43,RU,1720472081
510,dihok,36.8695,42.994,86.72,22,0,4.72,IQ,1720472082
511,nenjiang,49.1833,125.2167,61.34,59,5,2.21,CN,1720472083
512,altai,46.3722,96.2583,60.3,48,34,3.29,MN,1720472086
513,tromso,69.6496,18.957,50.02,76,75,5.75,NO,1720472087
514,garstang,53.9008,-2.7742,64.35,66,23,7.65,GB,1720472088
515,hafar al-batin,28.4328,45.9708,97.38,9,0,6.91,SA,1720472089
516,arno,60.1167,18.6333,55.78,88,100,9.1,SE,1720472090
517,damara,4.9608,18.7035,72.34,91,69,4.32,CF,1720472091
518,port lincoln,-34.7333,135.8667,52.72,88,33,4.41,AU,1720472092
519,kaa-khem,51.6833,94.7333,66.54,58,17,5.01,RU,1720472093
520,new norfolk,-42.7826,147.0587,46.92,91,100,2.57,AU,1720472094
521,vallenar,-28.5708,-70.7581,66.79,41,0,5.01,CL,1720472047
522,mezhdurechenskiy,59.6,65.9333,60.04,64,40,0.58,RU,1720472096
523,ridgecrest,35.6225,-117.6709,115.68,4,0,5.99,US,1720472020
524,andalgala,-27.5819,-66.3165,38.93,39,1,6.8,AR,1720472099
525,bayji,34.9311,43.487,95.4,20,0,6.33,IQ,1720472100
526,jiuquan,39.7432,98.5174,70.59,39,70,0.94,CN,1720472101
527,lossiemouth,57.7214,-3.2834,57.18,84,40,8.05,GB,1720472102
528,bhagwantnagar,26.2333,80.75,86.67,72,6,6.49,IN,1720472103
529,saint-pierre,-21.3393,55.4781,65.88,59,0,9.22,RE,1720472104
530,severobaykal'sk,55.65,109.3167,62.19,61,18,4.14,RU,1720472105
531,oltinko'l,40.8011,72.1634,76.69,50,69,10.58,UZ,1720472106
532,carutapera,-1.195,-46.02,76.46,92,11,5.19,BR,1720471990
533,labytnangi,66.6572,66.4183,57.38,60,44,3.83,RU,1720472109
534,minas de marcona,-15.2119,-75.1103,57.78,68,19,16.98,PE,1720472110
535,chateau-thierry,49.05,3.4,65.23,86,34,6.06,FR,1720472111
536,skiathos,39.1623,23.4909,82.98,61,0,0.0,GR,1720472112
537,san julian,21.0167,-102.1667,80.78,35,96,2.62,MX,1720471958
538,nantucket,41.2835,-70.0995,81.09,100,100,10.4,US,1720472060
539,pangai,-19.8,-174.35,73.51,60,75,17.27,TO,1720471940
540,santa cruz,-17.8,-63.1667,60.26,33,100,14.97,BO,1720472058
541,ad dilam,23.9915,47.1627,95.41,15,3,5.97,SA,1720471901
542,ugoofaaru,5.6667,73.0,83.25,76,100,14.5,MV,1720472119
543,arab,34.3182,-86.4958,93.61,62,95,5.01,US,1720472120
544,quirihue,-36.2833,-72.5333,46.36,62,0,4.45,CL,1720472018
545,shaowu,27.3409,117.4831,76.39,82,44,0.94,CN,1720472122
